permno,namebegdt,nameenddt,ticker,comnam,exchcd,shrcd
12051,2011-06-14,2017-01-19,IL,INTRALINKS HOLDINGS INC,1,11
12052,2014-01-22,2024-12-31,GD,GENERAL DYNAMICS CORP,1,11
12054,2013-07-01,2016-05-01,SCIF,MARKET VECTORS E T F TRUST,4,73
12054,2016-05-02,2020-04-30,SCIF,VANECK VECTORS E T F TRUST,4,73
12054,2020-05-01,2021-08-31,GLIN,VANECK VECTORS E T F TRUST,4,73
12054,2021-09-01,2024-12-31,GLIN,VANECK E T F TRUST,4,73
12057,2010-08-18,2015-01-28,REE,RARE ELEMENT RESOURCES LTD,2,12
12057,2015-01-29,2016-02-26,REE,RARE ELEMENT RESOURCES LTD,2,12
12059,2010-08-06,2024-12-31,SCHR,SCHWAB STRATEGIC TRUST,4,73
12060,2014-01-08,2021-08-01,GE,GENERAL ELECTRIC CO,1,11
12060,2021-08-02,2024-12-31,GE,GENERAL ELECTRIC CO,1,11
12062,2001-11-01,2024-05-19,LH,LABORATORY CORP AMERICA HLDGS,1,11
12062,2024-05-20,2024-12-31,LH,LABCORP HOLDINGS INC,1,11
12064,2010-08-06,2024-12-31,SCHO,SCHWAB STRATEGIC TRUST,4,73
12065,2010-08-06,2024-12-31,SCHP,SCHWAB STRATEGIC TRUST,4,73
12066,2011-05-26,2021-03-28,USCI,UNITED STATES COMMODITY IND FUND,4,74
12066,2021-03-29,2024-12-31,USCI,UNITED STATES COMMODITY IND FUND,4,74
12068,2013-08-14,2024-12-31,ONB,OLD NATIONAL BANCORP,3,11
12070,2012-06-29,2024-12-31,WSR,WHITESTONE REIT,1,48
12072,1997-01-02,2016-10-05,PKY,PARKWAY PROPERTIES INC,1,18
12073,2007-04-16,2022-04-01,PBCT,PEOPLES UNITED FINANCIAL INC,3,11
12075,2010-08-09,2024-12-31,ELD,WISDOMTREE TRUST,4,73
12076,2008-09-11,2024-12-31,SIG,SIGNET JEWELERS LTD,1,12
12078,2011-10-03,2020-03-18,ELMD,ELECTROMED INC,2,11
12078,2020-03-19,2024-12-31,ELMD,ELECTROMED INC,2,11
12080,2010-08-05,2017-03-21,GMAN,GORDMANS STORES INC,3,11
12082,2010-08-12,2024-12-31,MMYT,MAKEMYTRIP LTD,3,12
12084,2010-08-06,2024-12-31,NXPI,N X P SEMICONDUCTORS N V,3,12
12088,2011-01-03,2017-11-30,PSTB,PARK STERLING BANK NEW,3,11
12089,2010-08-12,2021-04-21,RP,REALPAGE INC,3,11
12093,2010-09-23,2019-08-12,COR,CORESITE REALTY CORP,1,18
12093,2019-08-13,2021-12-27,COR,CORESITE REALTY CORP,1,18
12097,2010-09-28,2016-04-20,CCSC,COUNTRY STYLE CKG RST CHN CO LTD,1,31
12098,2010-09-14,2016-10-18,ECON,E G A EMERGING GLOBAL SHARES TR,4,73
12098,2016-10-19,2024-12-31,ECON,COLUMBIA E T F TRUST II,4,73
12103,2013-07-17,2019-09-08,FSD,FIRST TRUST HIGH INC LNG SHRT FD,1,14
12103,2019-09-09,2024-07-19,FSD,FIRST TRUST HIGH INC LNG SHRT FD,1,14
12105,2010-09-02,2016-02-01,ENZL,ISHARES TRUST,4,73
12105,2016-02-02,2024-12-31,ENZL,ISHARES TRUST,3,73
12109,2010-09-29,2016-02-01,EWZS,ISHARES TRUST,4,73
12109,2016-02-02,2024-12-31,EWZS,ISHARES TRUST,3,73
12146,2011-04-20,2015-08-09,,CHAMPIONS ONCOLOGY INC,0,11
12146,2015-08-10,2015-08-20,,CHAMPIONS ONCOLOGY INC,0,11
12146,2015-08-21,2024-12-31,CSBR,CHAMPIONS ONCOLOGY INC,3,11
12149,2013-08-09,2015-04-12,CBRX,COLUMBIA LABORATORIES INC,3,11
12149,2015-04-13,2018-08-13,JNP,JUNIPER PHARMACEUTICALS INC,3,11
12166,1999-07-01,2023-08-22,FRBK,REPUBLIC FIRST BANCORP INC,3,11
12169,2013-07-01,2015-02-27,DRL,DORAL FINANCIAL CORP,1,11
12173,2007-07-13,2018-02-21,GNCMA,GENERAL COMMUNICATION INC,3,11
12173,2018-02-22,2018-03-08,GNCMA,G C I LIBERTY INC,3,11
12175,2011-08-11,2015-04-06,GNI,GREAT NORTHERN IRON ORE PPTYS,1,21
12189,1988-12-13,2024-12-31,HIFS,HINGHAM INSTITUTION FOR SVGS MA,3,11
12190,2010-02-19,2018-02-09,TORM,T O R MINERALS INTL INC,3,11
12209,1988-12-29,2024-12-31,LWAY,LIFEWAY FOODS INC,3,11
12211,2006-12-11,2024-12-31,LNN,LINDSAY CORP,1,11
12219,2010-09-29,2024-12-31,ECNS,ISHARES TRUST,4,73
12226,2012-01-04,2024-12-31,MGPI,M G P INGREDIENTS INC,3,11
12248,2008-05-14,2016-11-01,PWX,PROVIDENCE & WORCESTER RR CO,3,11
12266,2009-10-19,2017-07-09,PPHM,PEREGRINE PHARMACEUTICALS INC,3,11
12266,2017-07-10,2018-01-07,PPHM,PEREGRINE PHARMACEUTICALS INC,3,11
12266,2018-01-08,2024-12-31,CDMO,AVID BIOSERVICES INC,3,11
12287,2010-09-29,2024-12-31,EPHE,ISHARES TRUST,4,73
12288,2013-09-04,2016-12-23,CFD,NUVEEN DIVERSIFIED COMMODITY FD,2,74
12289,2010-09-21,2024-12-31,CORP,PIMCO E T F TRUST,4,73
12291,2010-09-30,2015-12-17,RNO,RHINO RESOURCE PARTNERS L P,1,71
12292,2010-09-14,2024-12-31,GNR,SPDR INDEX SHARES FUNDS,4,73
12293,2011-06-14,2016-09-22,SFUN,SOUFUN HOLDINGS LTD,1,31
12293,2016-09-23,2019-07-07,SFUN,FANG HOLDINGS LTD,1,31
12293,2019-07-08,2020-06-18,SFUN,FANG HOLDINGS LTD,1,31
12293,2020-06-19,2021-03-30,SFUN,FANG HOLDINGS LTD,1,31
12293,2021-03-31,2022-05-17,SFUN,FANG HOLDINGS LTD,1,31
12294,2010-09-09,2024-12-31,VOOG,VANGUARD ADMIRAL FUNDS INC,4,73
12295,2010-09-09,2024-12-31,VOOV,VANGUARD ADMIRAL FUNDS INC,4,73
12296,2010-09-09,2024-12-31,VIOV,VANGUARD ADMIRAL FUNDS INC,4,73
12297,2010-09-09,2024-12-31,VIOG,VANGUARD ADMIRAL FUNDS INC,4,73
12301,2010-09-09,2024-12-31,VIOO,VANGUARD ADMIRAL FUNDS INC,4,73
12302,2010-09-09,2024-12-31,IVOV,VANGUARD ADMIRAL FUNDS INC,4,73
12303,2010-09-09,2024-12-31,IVOG,VANGUARD ADMIRAL FUNDS INC,4,73
12304,2010-09-09,2024-12-31,IVOO,VANGUARD ADMIRAL FUNDS INC,4,73
12305,2013-10-24,2024-12-31,VOO,VANGUARD INDEX FUNDS,4,73
12306,2010-09-24,2016-09-22,CCX,WISDOMTREE TRUST,4,73
12307,2010-09-28,2017-06-05,AMRS,AMYRIS INC,3,11
12307,2017-06-06,2023-08-18,AMRS,AMYRIS INC,3,11
12308,2010-09-14,2016-05-17,CHTR,CHARTER COMMUNICATIONS INC,3,11
12308,2016-05-18,2024-12-31,CHTR,CHARTER COMMUNICATIONS INC NEW,3,11
12309,2010-09-01,2016-11-03,FULL,FULL CIRCLE CAPITAL CORP,3,14
12310,2010-09-13,2020-09-01,HGSH,CHINA H G S REAL ESTATE INC,3,11
12310,2020-09-02,2022-03-22,HGSH,CHINA H G S REAL ESTATE INC,3,11
12310,2022-03-23,2024-04-18,GGE,GREEN GIANT INC,3,11
12312,2010-09-24,2016-07-28,SQI,SCIQUEST INC NEW,3,11
12313,2010-09-22,2024-12-31,VONE,VANGUARD SCOTTSDALE FUNDS,3,73
12314,2010-09-22,2024-12-31,VONG,VANGUARD SCOTTSDALE FUNDS,3,73
12315,2010-09-22,2024-12-31,VONV,VANGUARD SCOTTSDALE FUNDS,3,73
12316,2010-09-22,2024-12-31,VTHR,VANGUARD SCOTTSDALE FUNDS,3,73
12317,2010-09-22,2024-12-31,VTWG,VANGUARD SCOTTSDALE FUNDS,3,73
12318,2010-09-22,2024-12-31,VTWO,VANGUARD SCOTTSDALE FUNDS,3,73
12321,2010-09-22,2024-12-31,VTWV,VANGUARD SCOTTSDALE FUNDS,3,73
12322,2010-10-26,2017-05-12,GTAA,ADVISORSHARES TRUST,4,73
12323,2013-06-19,2016-03-02,CCG,CAMPUS CREST COMMUNITIES INC,1,18
12324,2010-10-01,2016-06-22,MY,CHINA MING YANG WIND PWR GRP LTD,1,31
12325,2012-12-21,2020-11-17,DQ,DAQO NEW ENERGY CORP,1,31
12325,2020-11-18,2024-12-31,DQ,DAQO NEW ENERGY CORP,1,31
12326,2014-10-29,2018-09-30,GLTR,ETFS PRECIOUS METALS BASKET TR,4,74
12326,2018-10-01,2019-09-08,GLTR,ABERDEEN STD PREC MET BSK ETF TR,4,74
12326,2019-09-09,2022-03-30,GLTR,ABERDEEN STD PREC MET BSK ETF TR,4,74
12326,2022-03-31,2024-12-31,GLTR,ABRDN PRECIOUS MTLS BSKT ETF TR,4,74
12329,2010-10-08,2017-12-25,EFC,ELLINGTON FINANCIAL L L C,1,71
12329,2017-12-26,2019-03-03,EFC,ELLINGTON FINANCIAL L L C,1,71
12329,2019-03-04,2024-12-31,EFC,ELLINGTON FINANCIAL INC,1,18
12330,2010-10-28,2016-07-27,EXAM,EXAMWORKS GROUP INC,1,11
12331,2010-10-27,2016-07-24,GBAB,GUGGENHEIM BLD AM BDS MGD DUR TR,1,44
12331,2016-07-25,2020-09-02,GBAB,GUGGENHEIM TAXABLE MUN MGD DUR T,1,44
12331,2020-09-03,2020-11-18,GBAB,GUGGENHEIM TAXABLE MUN MGD DUR T,1,44
12331,2020-11-19,2024-12-31,GBAB,GUGGENHEIM TAX MUN BD & I G DB T,1,44
12332,2012-09-12,2024-12-31,HBM,HUDBAY MINERALS INC,1,12
12333,2013-07-01,2016-05-01,REMX,MARKET VECTORS E T F TRUST,4,73
12333,2016-05-02,2020-04-14,REMX,VANECK VECTORS E T F TRUST,4,73
12333,2020-04-15,2021-08-31,REMX,VANECK VECTORS E T F TRUST,4,73
12333,2021-09-01,2024-12-31,REMX,VANECK E T F TRUST,4,73
12334,2010-10-14,2016-05-01,PEK,MARKET VECTORS E T F TRUST,4,73
12334,2016-05-02,2020-04-30,PEK,VANECK VECTORS E T F TRUST,4,73
12334,2020-05-01,2021-08-31,GLCN,VANECK VECTORS E T F TRUST,4,73
12334,2021-09-01,2023-09-20,GLCN,VANECK E T F TRUST,4,73
12338,2013-07-25,2020-02-09,PSLV,SPROTT PHYSICAL SILVER TRUST,4,75
12338,2020-02-10,2021-07-05,PSLV,SPROTT PHYSICAL SILVER TRUST,4,75
12338,2021-07-06,2024-12-31,PSLV,SPROTT PHYSICAL SILVER TRUST,4,75
12339,2010-10-20,2016-11-30,XRS,T A L EDUCATION GROUP,1,31
12339,2016-12-01,2024-12-31,TAL,T A L EDUCATION GROUP,1,31
12340,2011-06-14,2017-12-25,TOWR,TOWER INTERNATIONAL INC,1,11
12340,2017-12-26,2019-09-27,TOWR,TOWER INTERNATIONAL INC,1,11
12341,2010-10-27,2017-12-25,HYI,WESTERN ASSET HIGH YLD DEF OP FD,1,14
12341,2017-12-26,2024-12-31,HYI,WESTERN ASSET HIGH YLD DEF OP FD,1,14
12345,2014-01-08,2016-12-18,LYB,LYONDELLBASELL INDUSTRIES N V,1,12
12345,2016-12-19,2021-03-30,LYB,LYONDELLBASELL INDUSTRIES N V,1,12
12345,2021-03-31,2022-07-18,LYB,LYONDELLBASELL INDUSTRIES N V,1,12
12345,2022-07-19,2023-09-18,LYB,LYONDELLBASELL INDUSTRIES N V,1,12
12345,2023-09-19,2024-12-31,LYB,LYONDELLBASELL INDUSTRIES N V,1,12
12347,2010-10-22,2016-11-29,AEGR,AEGERION PHARMACEUTICALS INC,3,11
12348,2010-10-21,2018-05-23,BBRG,BRAVO BRIO RESTAURANT GROUP INC,3,11
12350,2013-12-09,2016-05-24,NETE,NET ELEMENT INC,3,11
12350,2016-05-25,2017-10-04,NETE,NET ELEMENT INC,3,11
12350,2017-10-05,2021-11-04,NETE,NET ELEMENT INC,3,11
12350,2021-11-05,2023-05-03,MULN,MULLEN AUTOMOTIVE INC,3,11
12350,2023-05-04,2023-08-10,MULN,MULLEN AUTOMOTIVE INC,3,11
12350,2023-08-11,2023-12-20,MULN,MULLEN AUTOMOTIVE INC,3,11
12350,2023-12-21,2024-09-16,MULN,MULLEN AUTOMOTIVE INC,3,11
12350,2024-09-17,2024-12-31,MULN,MULLEN AUTOMOTIVE INC,3,11
12352,2010-10-01,2019-05-17,CCIH,CHINACACHE INTL HLDGS LTD,3,31
12355,2010-10-29,2021-12-08,HRZN,HORIZON TECHNOLOGY FINANCE CORP,3,14
12355,2021-12-09,2024-12-31,HRZN,HORIZON TECHNOLOGY FINANCE CORP,3,14
12356,2010-10-01,2019-06-11,KEYW,KEYW HOLDING CORP,3,11
12357,2013-02-01,2016-04-14,MCOX,MECOX LANE LTD,3,31
12358,2010-10-04,2019-02-07,NFEC,N F ENERGY SAVING CORP,3,11
12358,2019-02-08,2020-01-06,BIMI,N F ENERGY SAVING CORP,3,11
12358,2020-01-07,2021-07-19,BIMI,BOQI INTERNATIONAL MEDICAL INC,3,11
12358,2021-07-20,2022-02-02,BIMI,BIMI INTERNATIONAL MEDICAL INC,3,11
12358,2022-02-03,2022-12-11,BIMI,BIMI INTERNATIONAL MEDICAL INC,3,11
12358,2022-12-12,2024-08-21,BIMI,BIMI INTERNATIONAL MEDICAL INC,3,11
12360,2010-10-27,2024-12-31,PACB,PACIFIC BIOSCIENCES CALIF INC,3,11
12362,2013-09-26,2017-04-09,,STANDARD FINANCIAL CORP MD,0,11
12362,2017-04-10,2018-05-24,,STANDARD A V B FINANCIAL CORP,0,11
12362,2018-05-25,2021-05-28,STND,STANDARD A V B FINANCIAL CORP,3,11
12363,2010-10-21,2024-12-31,VRA,VERA BRADLEY INC,3,11
12365,2011-06-14,2020-11-04,BITA,BITAUTO HOLDINGS LTD,1,31
12366,2010-11-17,2024-12-31,BAH,BOOZ ALLEN HAMILTON HOLDING CORP,1,11
12367,2014-12-18,2017-12-28,XNY,CHINA XINIYA FASHION LTD,1,31
12367,2017-12-29,2018-03-04,XNY,CHINA XINIYA FASHION LTD,2,31
12367,2018-03-05,2020-09-29,DXF,DUNXIN FINANCIAL HLDGS LTD,2,31
12367,2020-09-30,2023-07-24,DXF,DUNXIN FINANCIAL HLDGS LTD,2,31
12367,2023-07-25,2024-06-19,DXF,DUNXIN FINANCIAL HLDGS LTD,2,31
12367,2024-06-20,2024-09-16,DXF,DUNXIN FINANCIAL HLDGS LTD,2,31
12368,2010-11-24,2019-09-08,PSF,COHEN & STEERS SLT PFD & INC FD,1,14
12368,2019-09-09,2024-12-31,PSF,COHEN & STEERS SLT PFD & INC FD,1,14
12369,2010-11-18,2024-12-31,GM,GENERAL MOTORS CO,1,11
12370,2013-05-16,2015-11-17,GLDX,GLOBAL X FUNDS,4,73
12370,2015-11-18,2016-09-19,GLDX,GLOBAL X FUNDS,4,73
12370,2016-09-20,2024-12-31,GOEX,GLOBAL X FUNDS,4,73
12371,2010-11-10,2021-10-29,NORW,GLOBAL X FUNDS,4,73
12372,2013-05-16,2015-11-17,URA,GLOBAL X FUNDS,4,73
12372,2015-11-18,2024-12-31,URA,GLOBAL X FUNDS,4,73
12373,2011-01-03,2016-12-21,HHC,HOWARD HUGHES CORP,1,11
12373,2016-12-22,2021-03-30,HHC,HOWARD HUGHES CORP,1,11
12373,2021-03-31,2023-08-13,HHC,HOWARD HUGHES CORP,1,11
12373,2023-08-14,2024-06-20,HHH,HOWARD HUGHES HOLDINGS INC,1,11
12373,2024-06-21,2024-12-31,HHH,HOWARD HUGHES HOLDINGS INC,1,11
12374,2010-11-11,2020-10-13,IPHI,INPHI CORP,1,11
12374,2020-10-14,2021-04-20,IPHI,INPHI CORP,3,11
12375,2010-11-10,2015-01-23,ERUS,ISHARES TRUST,4,73
12376,2010-11-24,2019-09-10,KMF,KAYNE ANDERSON MDSTM ENGY FD INC,1,14
12376,2019-09-11,2020-09-28,KMF,KAYNE ANDERSON MDSTM ENGY FD INC,1,14
12376,2020-09-29,2023-11-10,KMF,KAYNE ANDERSON NEXT EN & INF INC,1,14
12377,2010-11-10,2016-03-29,NOAH,NOAH HOLDINGS LTD,1,31
12377,2016-03-30,2020-03-10,NOAH,NOAH HOLDINGS LTD,1,31
12377,2020-03-11,2023-10-29,NOAH,NOAH HOLDINGS LTD,1,31
12377,2023-10-30,2024-12-31,NOAH,NOAH HOLDINGS LTD,1,31
12379,2010-11-24,2017-12-25,NBD,NUVEEN BUILD AMERICA BOND OPP FD,1,44
12379,2017-12-26,2018-11-16,NBD,NUVEEN BUILD AMERICA BOND OPP FD,1,44
12380,2013-10-28,2023-11-01,PCYG,PARK CITY GROUP INC,3,11
12380,2023-11-02,2023-12-20,TRAK,REPOSITRAK,1,11
12380,2023-12-21,2024-12-31,TRAK,REPOSITRAK INC,1,11
12384,2013-06-17,2019-12-04,SEMG,SEMGROUP CORP,1,11
12385,2010-11-01,2021-01-18,SMFG,SUMITOMO MITSUI FINANCIAL GP INC,1,31
12385,2021-01-19,2024-12-31,SMFG,SUMITOMO MITSUI FINANCIAL GP INC,1,31
12389,2010-11-05,2017-03-24,TPLM,TRIANGLE PETROLEUM CORP,2,11
12390,2010-11-02,2016-06-03,XUE,XUEDA EDUCATION GROUP,1,31
12391,2010-11-04,2024-06-20,CMRE,COSTAMARE INC,1,12
12391,2024-06-21,2024-12-31,CMRE,COSTAMARE INC,1,12
12392,2010-11-24,2016-06-23,ANAC,ANACOR PHARMACEUTICALS INC,3,11
12397,2010-11-26,2016-10-19,GLBS,GLOBUS MARITIME LTD,3,12
12397,2016-10-20,2018-10-14,GLBS,GLOBUS MARITIME LTD,3,12
12397,2018-10-15,2020-10-20,GLBS,GLOBUS MARITIME LTD,3,12
12397,2020-10-21,2024-12-31,GLBS,GLOBUS MARITIME LTD,3,12
12399,2010-11-19,2015-06-03,IMRS,IMRIS INC,3,12
12400,2012-06-20,2024-12-31,LPLA,L P L FINANCIAL HOLDINGS INC,3,11
12402,2010-11-05,2020-02-28,PRMW,PRIMO WATER CORP,3,11
12405,2010-11-03,2018-12-04,SODA,SODASTREAM INTERNATIONAL LTD,3,12
12410,2010-11-05,2016-04-27,TFM,FRESH MARKET INC,3,11
12411,2010-11-15,2015-08-02,TKMR,TEKMIRA PHARMACEUTICALS CORP,3,12
12411,2015-08-03,2024-12-31,ABUS,ARBUTUS BIOPHARMA CORP,3,12
12412,2010-11-01,2024-12-31,VNQI,VANGUARD INTL EQUITY INDEX FUNDS,3,73
12413,2010-11-23,2015-06-30,ZGNX,ZOGENIX INC,3,11
12413,2015-07-01,2022-03-04,ZGNX,ZOGENIX INC,3,11
12431,2011-06-13,2020-02-19,IR,INGERSOLL RAND PLC,1,12
12431,2020-02-20,2020-03-01,IR,INGERSOLL RAND PLC,1,12
12431,2020-03-02,2024-06-25,TT,TRANE TECHNOLOGIES PLC,1,12
12431,2024-06-26,2024-12-31,TT,TRANE TECHNOLOGIES PLC,1,12
12437,2014-01-07,2023-01-12,RFP,RESOLUTE FOREST PRODUCTS INC,1,11
12437,2023-01-13,2023-02-28,RFP,RESOLUTE FOREST PRODUCTS INC,1,11
12438,2010-12-01,2018-06-22,HYLD,ADVISORSHARES TRUST,4,73
12439,2010-12-22,2015-12-17,AVL,AVALON RARE METALS INC,2,12
12440,2010-12-08,2015-06-22,CTP,CTPARTNERS EXECUTIVE SEARCH INC,2,11
12442,2010-12-08,2016-05-17,DUST,DIREXION SHARES E T F TRUST,4,73
12442,2016-05-18,2016-08-24,DUST,DIREXION SHARES E T F TRUST,4,73
12442,2016-08-25,2020-04-22,DUST,DIREXION SHARES E T F TRUST,4,73
12442,2020-04-23,2024-11-03,DUST,DIREXION SHARES E T F TRUST,4,73
12442,2024-11-04,2024-12-31,DUST,DIREXION SHARES E T F TRUST,4,73
12443,2013-08-20,2015-09-30,NUGT,DIREXION SHARES E T F TRUST,4,73
12443,2015-10-01,2017-04-30,NUGT,DIREXION SHARES E T F TRUST,4,73
12443,2017-05-01,2020-04-22,NUGT,DIREXION SHARES E T F TRUST,4,73
12443,2020-04-23,2024-12-31,NUGT,DIREXION SHARES E T F TRUST,4,73
12444,2010-12-08,2016-09-20,DANG,E COMMERCE CHINA DANGDANG INC,1,31
12445,2010-12-03,2016-03-02,WITE,E T F S WHITE METALS BASKET TR,4,74
12446,2013-11-29,2015-09-30,FXCM,F X C M INC,1,11
12446,2015-10-01,2016-09-25,FXCM,F X C M INC,1,11
12446,2016-09-26,2017-02-26,FXCM,F X C M INC,3,11
12446,2017-02-27,2017-12-28,GLBR,GLOBAL BROKERAGE INC,3,11
12447,2014-12-22,2024-12-31,AG,FIRST MAJESTIC SILVER CORP,1,12
12448,2011-06-17,2016-10-09,FRC,FIRST REPUBLIC BANK S F NEW,1,11
12448,2016-10-10,2021-04-04,FRC,FIRST REPUBLIC BANK S F NEW,1,11
12448,2021-04-05,2023-04-28,FRC,FIRST REPUBLIC BANK S F NEW,1,11
12449,2010-12-15,2024-03-24,FLT,FLEETCOR TECHNOLOGIES INC,1,11
12449,2024-03-25,2024-12-31,CPAY,CORPAY INC,1,11
12451,2014-01-07,2017-01-10,GCAP,GAIN CAPITAL HOLDINGS INC,1,11
12451,2017-01-11,2020-07-30,GCAP,GAIN CAPITAL HOLDINGS INC,1,11
12452,2010-12-23,2024-12-31,INFU,INFUSYSTEM HOLDINGS INC,2,11
12453,2010-12-03,2024-12-31,STIP,ISHARES TRUST,4,73
12455,2010-12-10,2015-04-01,LAS,LENTUO INTERNATIONAL INC,1,31
12457,2010-12-02,2016-12-06,KBWP,POWERSHARES E T F TRUST II,4,73
12457,2016-12-07,2018-06-03,KBWP,POWERSHARES E T F TRUST II,3,73
12457,2018-06-04,2024-12-31,KBWP,INVESCO E T F TRUST II,3,73
12461,2010-12-02,2016-12-06,KBWD,POWERSHARES E T F TRUST II,4,73
12461,2016-12-07,2018-06-03,KBWD,POWERSHARES E T F TRUST II,3,73
12461,2018-06-04,2024-12-31,KBWD,INVESCO E T F TRUST II,3,73
12462,2010-12-02,2016-12-06,KBWY,POWERSHARES E T F TRUST II,4,73
12462,2016-12-07,2018-06-03,KBWY,POWERSHARES E T F TRUST II,3,73
12462,2018-06-04,2024-12-31,KBWY,INVESCO E T F TRUST II,3,73
12463,2010-12-09,2022-05-02,RALS,PROSHARES TRUST,4,73
12465,2010-12-08,2018-04-06,EWEM,RYDEX E T F TRUST,4,73
12469,2010-12-08,2016-01-25,EWRM,RYDEX E T F TRUST,4,73
12469,2016-01-26,2018-04-06,EWMC,RYDEX E T F TRUST,4,73
12470,2010-12-08,2016-01-25,EWRS,RYDEX E T F TRUST,4,73
12470,2016-01-26,2018-04-06,EWSC,RYDEX E T F TRUST,4,73
12471,2010-12-08,2016-01-26,EWRI,RYDEX E T F TRUST,4,73
12472,2010-12-23,2017-12-25,EDF,STONE HARBOR EMERG MKTS INC FD,1,44
12472,2017-12-26,2022-04-10,EDF,STONE HARBOR EMERG MKTS INC FD,1,44
12472,2022-04-11,2024-12-31,EDF,VIRTUS STONE HARBOR EM MA IN FD,1,44
12473,2010-12-16,2017-09-10,SWFT,SWIFT TRANSPORTATION CO,1,11
12473,2017-09-11,2024-12-31,KNX,KNIGHT SWIFT TRANSPORT HDLGS INC,1,11
12476,2010-12-07,2020-02-19,TRGP,TARGA RESOURCES CORP,1,11
12476,2020-02-20,2024-06-23,TRGP,TARGA RESOURCES CORP,1,11
12476,2024-06-24,2024-12-31,TRGP,TARGA RESOURCES CORP,1,11
12477,2010-12-15,2019-08-12,WD,WALKER & DUNLOP INC,1,11
12477,2019-08-13,2024-12-31,WD,WALKER & DUNLOP INC,1,11
12478,2012-08-27,2016-04-05,YOKU,YOUKU TUDOU INC,1,31
12480,2010-12-20,2024-12-31,ACNB,A C N B CORP,3,11
12481,2010-12-09,2016-04-08,BONA,BONA FILM GROUP LTD,3,31
12484,2010-12-10,2015-05-18,CPGI,CHINA SHENGDA PACKAGING GRP INC,3,11
12484,2015-05-19,2015-09-15,CPGI,CHINA SHENGDA PACKAGING GRP INC,3,11
12485,2014-12-12,2015-09-10,SIXD,6D GLOBAL TECHNOLOGIES INC,3,11
12486,2010-12-17,2019-08-07,DYSL,DYNASIL CORPORATION OF AMERICA,3,11
12486,2019-08-08,2019-08-23,DYSL,DYNASIL CORPORATION OF AMERICA,3,11
12487,2010-12-22,2024-12-31,HFBL,HOME FEDERAL BANCORP INC LA,3,11
12488,2010-12-09,2016-04-17,LEDS,SEMILEDS CORP,3,11
12488,2016-04-18,2024-12-31,LEDS,SEMILEDS CORP,3,11
12489,2010-12-10,2016-11-16,MOBI,SKY MOBI LTD,3,31
12490,2014-01-22,2021-12-02,IBM,INTERNATIONAL BUSINESS MACHS COR,1,11
12490,2021-12-03,2024-12-31,IBM,INTERNATIONAL BUSINESS MACHS COR,1,11
12492,2010-12-21,2016-08-21,OSN,OSSEN INNOVATION CO LTD,3,31
12492,2016-08-22,2021-09-09,OSN,OSSEN INNOVATION CO LTD,3,31
12493,2010-12-16,2021-11-04,QADA,QAD INC,3,11
12494,2010-12-15,2021-04-30,RNET,RIGNET INC,3,11
12495,2012-09-11,2016-01-24,SGOC,S G O C O GROUP LTD,3,12
12495,2016-01-25,2021-11-15,SGOC,S G O C O GROUP LTD,3,12
12495,2021-11-16,2024-12-31,TROO,T R O O P S INC,3,12
12496,2010-12-10,2017-09-11,UNXL,UNI PIXEL INC,3,11
12497,2014-07-14,2024-02-11,ASMB,ASSEMBLY BIOSCIENCES INC,3,11
12497,2024-02-12,2024-12-31,ASMB,ASSEMBLY BIOSCIENCES INC,3,11
12498,2011-01-26,2018-11-15,ANCB,ANCHOR BANCORP WA,3,11
12500,2011-01-19,2016-06-08,DCIX,DIANA CONTAINERSHIPS INC,3,12
12500,2016-06-09,2017-07-04,DCIX,DIANA CONTAINERSHIPS INC,3,12
12500,2017-07-05,2017-07-26,DCIX,DIANA CONTAINERSHIPS INC,3,12
12500,2017-07-27,2017-08-23,DCIX,DIANA CONTAINERSHIPS INC,3,12
12500,2017-08-24,2017-09-24,DCIX,DIANA CONTAINERSHIPS INC,3,12
12500,2017-09-25,2017-11-01,DCIX,DIANA CONTAINERSHIPS INC,3,12
12500,2017-11-02,2019-03-05,DCIX,DIANA CONTAINERSHIPS INC,3,12
12500,2019-03-06,2020-03-29,DCIX,PERFORMANCE SHIPPING INC,3,12
12500,2020-03-30,2020-11-01,PSHG,PERFORMANCE SHIPPING INC,3,12
12500,2020-11-02,2022-11-14,PSHG,PERFORMANCE SHIPPING INC,3,12
12500,2022-11-15,2024-12-31,PSHG,PERFORMANCE SHIPPING INC,3,12
12501,2011-01-25,2017-07-03,FRP,FAIRPOINT COMMUNICATIONS INC,3,11
12502,2011-01-14,2023-07-31,OFED,OCONEE FEDERAL FINANCIAL CORP,3,11
12503,2011-06-13,2021-06-30,NAV,NAVISTAR INTERNATIONAL CORP,1,11
12505,2011-01-20,2024-12-31,OXLC,OXFORD LANE CAPITAL CORP,3,14
12508,2011-01-28,2024-12-31,VXUS,VANGUARD STAR FUNDS,3,73
12509,2011-01-20,2017-10-16,WBKC,WOLVERINE BANCORP INC,3,11
12510,2011-01-27,2021-02-07,HDGE,ADVISORSHARES TRUST,4,73
12510,2021-02-08,2024-12-31,HDGE,ADVISORSHARES TRUST,4,73
12513,2011-01-13,2024-12-31,AAT,AMERICAN ASSETS TRUST INC,1,18
12514,2011-01-27,2017-11-30,ACP,AVENUE INCOME CREDIT STRATS FD,1,44
